Retró Rádió	https://icast.connectmedia.hu/5002/live.mp3
OXYGEN MUSIC	https://oxygenmusic.hu:8000/oxygenmusic_128
Rádió 1	https://icast.connectmedia.hu/5202/live.mp3
Petőfi Rádió	https://icast.connectmedia.hu/4738/mr2.mp3
Klubrádió	https://radioplayer.myonlineradio.hu/ldblncr/klubradio/https-bpstream
Kossuth Rádió	https://icast.connectmedia.hu/4736/mr1.mp3
Csukás Meserádió	https://mr-stream.connectmedia.hu/4611/mr10.mp3
Karc FM	https://stream.rcs.revma.com/wevb267khf9uv
